"","hh_id","plot_id"
"336",732803,108399
"337",267444,206835
"338",788670,280142
"339",281100,253164
"340",192538,453661
"341",688999,377940
"342",846362,730096
"343",521634,621879
"344",996215,579203
"345",169810,203664
"346",783040,939415
"347",639089,233828
"348",319449,913968
"349",469177,610951
"350",784312,168305
"351",494083,229095
"352",930922,316036
"353",545189,276728
"354",754331,611091
"355",897656,284680
"356",417198,987867
"357",409426,477402
"358",797237,540502
"359",748567,690579
"360",681285,958977
"361",840538,252420
"362",150799,165621
"363",282244,551286
"364",968012,487813
"365",197165,860272
"366",168363,602765
"367",919185,248458
"368",469327,315360
"369",829824,127094
"370",465211,290712
"371",772463,184931
"372",920009,848190
"373",611694,410757
"374",520870,176548
"375",628429,212079
"376",918959,237456
"377",377608,916874
"378",516912,723010
"379",973714,198288
"380",157776,717018
"381",415558,607662
"382",182433,227883
"383",261736,752329
"384",722145,638190
"385",247808,605238
"386",214089,652401
"387",864759,836642
"388",422184,404166
"389",619929,826939
"390",836400,527561
"391",509029,323860
"392",728844,802802
"393",562748,709557
"394",458916,332280
"395",875830,923060
"396",440338,320818
"397",653817,594849
"398",492822,827614
"399",736395,519405
"400",407822,591652
"401",611436,527700
"402",570366,821865
"403",825226,974524
"404",271672,266922
"405",438992,789444
"406",399155,421749
"407",506910,655080
"408",639882,178550
"409",181988,752240
"410",509858,344571
"411",102347,194919
"412",560776,572147
"413",547403,953781
"414",343704,852258
"415",385103,550747
"416",211239,761438
"417",776136,202439
"418",572572,562370
"419",615967,902078
"420",261491,310012
"421",930833,310331
"422",238943,233890
"423",278071,539570
"424",681511,211719
"425",420133,779830
"426",339735,844762
"427",557597,182406
"428",465491,533741
"429",327812,248438
"430",484653,261112
"431",806835,639107
"432",137928,238303
"433",983069,898600
"434",357851,498482
"435",197737,478082
"436",664272,285950
"437",343600,500623
"438",244765,358787
"439",612794,498758
"440",692251,412705
"441",675370,607847
"442",792645,574538
"443",654327,988389
"444",785066,416239
"445",668195,510050
"446",579667,465495
"447",610142,795552
"448",934837,596586
"449",632295,808348
"450",843829,632153
"451",729890,656087
"452",211609,607077
"453",544824,885602
"454",682681,106123
"455",121700,247643
"456",991947,846573
"457",461857,770553
"458",924994,522837
"459",887241,367126
"460",268735,912534
"461",614716,952067
"462",968627,863979
"463",723850,181842
"464",686050,430420
"465",637516,792559
"466",145576,830186
"467",564506,301708
"468",797141,318838
"469",596003,433452
"470",220026,815135
"471",249876,582564
"472",557912,736044
"473",184577,879278
"474",859068,256453
"475",811487,734073
"476",153303,341670
"477",807908,763238
"478",897877,538293
"479",125210,451226
"480",612813,620489
"481",493321,425667
"482",533872,316591
"483",101199,965152
"484",505247,341100
"485",713249,959249
"486",275385,163279
"487",744803,560227
"488",211842,273460
"489",114922,151051
"490",237143,217901
"491",291953,929822
"492",564179,201785
"493",572421,265261
"494",935882,296298
"495",644380,961359
"496",403729,910163
"497",477567,173785
"498",333352,651408
"499",517538,832553
"500",156151,674373
"501",630961,512944
"502",955663,424298
"503",807344,323625
"504",814914,325041
"505",324238,589085
"506",930618,237514
"507",338958,254365
"508",797512,983374
"509",902684,484594
"510",101740,637353
"511",559607,672543
"512",579666,164206
"513",740557,734161
"514",505204,425134
"515",972036,568903
"516",744548,962777
"517",103219,554980
"518",760116,804260
"519",206289,989821
"520",523455,341520
"521",283029,838979
"522",263755,151338
"523",776429,385576
"524",173330,531700
"525",905396,317402
"526",189525,675173
"527",479865,435032
"528",326067,310666
"529",296825,274097
"530",973406,537863
"531",371578,719012
"532",384175,932203
"533",551762,994986
"534",618018,203264
"535",798094,541361
"536",480053,113246
"537",211089,579643
"538",830470,553882
"539",863951,306612
"540",616260,313493
"541",704608,158258
"542",703002,422341
"543",509269,153253
"544",666188,189458
"545",421293,442679
"546",333690,583923
"547",362402,679552
"548",735082,941480
"549",137642,526520
"550",686393,756098
"551",815581,621615
"552",721230,881832
"553",243198,124849
"554",548714,865908
"555",970476,615842
"556",498804,615906
"557",411015,236453
"558",389247,582777
"559",569682,421353
"560",245751,990103
"561",251725,148537
"562",358290,306477
"563",489171,743959
"564",180306,715695
"565",467834,707092
"566",718396,350678
"567",130978,640853
"568",931789,776478
"569",979205,959252
"570",119497,453768
"571",797729,133485
"572",522457,560204
"573",831260,173182
"574",781505,550508
"575",407039,828022
"576",326072,520416
"577",408351,341683
"578",882902,769723
"579",899385,578957
"580",323512,531290
"581",709657,385939
"582",281060,696585
"583",771469,848769
"584",102934,352532
"585",399037,770829
"586",555531,332542
"587",719085,131304
"588",377666,595816
"589",810590,716933
"590",601257,205025
"591",296270,712979
"592",941733,517110
"593",375763,990050
"594",802915,962204
"595",814663,504399
"596",458516,472619
"597",109605,857131
"598",775591,158215
"599",467178,609249
"600",190057,190306
"601",330904,540643
"602",852161,437801
"603",110272,763898
"604",580015,390203
"605",841264,677170
"606",877353,130970
"607",263990,610915
"608",152483,375832
"609",582179,125758
"610",326355,696270
"611",498483,121096
"612",213841,267148
"613",395580,457095
"614",652734,859942
"615",192866,802939
"616",179153,366141
"617",655730,316486
"618",432758,841928
"619",658714,258821
"620",991564,588135
"621",402822,152179
"622",655445,267134
"623",860128,680493
"624",606653,845449
"625",159557,208418
"626",304337,303571
"627",450144,489707
"628",817413,329085
"629",545192,459641
"630",280945,323803
"631",725352,580649
"632",665725,625043
"633",733603,238526
"634",338720,440411
"635",550396,898097
"636",188380,200642
"637",280924,432047
"638",776779,938427
"639",723379,302654
"640",114988,211366
"641",103351,928012
"642",127406,842383
"643",588956,134499
"644",913555,843819
"645",408882,686401
"646",536277,802217
"647",434342,836641
"648",384098,495326
"649",301941,430854
"650",863541,855038
"651",355288,148762
"652",521660,606182
"653",176893,983481
"654",585629,300500
"655",931121,801845
"656",253889,888919
"657",572975,275523
"658",933993,719265
"659",916855,242521
"660",624923,340497
"661",689416,480559
"662",394631,566430
"663",604613,211418
"664",841956,814664
"665",188723,223689
"666",145552,775582
"667",554174,350527
"668",566300,295996
"669",349840,392236
"670",134760,649379
"671",593651,316827
"672",886545,914637
"673",668662,949042
"674",798783,898511
"675",957114,779247
"676",107894,360337
"677",123588,614792
"678",495537,942326
"679",126957,277258
"680",288577,897947
"681",238043,578083
"682",782515,881030
"683",150802,485804
"684",340981,398986
"685",248279,550016
"686",878090,694924
"687",493372,114274
"688",484933,533664
"689",905868,494021
"690",407326,595455
"691",530146,552473
"692",416489,595819
"693",112801,332001
"694",798800,754545
"695",378535,136293
"696",635785,341681
"697",324947,317405
"698",984231,190219
"699",315766,646732
"700",174395,375841
"701",252043,211478
"702",289021,158978
"703",702447,298675
"704",558277,797824
"705",826709,876209
"706",197419,367380
"707",581165,140827
"708",595812,179464
"709",185827,727057
"710",577641,357877
"711",965621,527464
"712",344711,530846
"713",949574,801163
"714",823369,163435
"715",991323,891505
"716",531256,937406
"717",351008,670484
"718",179452,438917
"719",710426,419422
"720",383305,367483
"721",711045,504557
"722",289050,554380
"723",735480,948923
"724",613446,862871
"725",259300,662189
"726",484004,162204
"727",538178,428878
"728",601001,889374
"729",453853,659728
"730",427928,942839
"731",583197,436120
"732",880331,901180
"733",262174,182341
"734",559889,357287
"735",405233,988079
"736",383699,947348
"737",879495,295552
"738",759836,610322
"739",854354,209290
"740",961733,159174
"741",693961,978146
"742",892777,552802
"743",851524,467716
"744",801457,741097
"745",929409,681912
"746",585933,900408
"747",214814,217346
"748",606091,369684
"749",516123,756032
"750",884624,274532
"751",745678,727950
"752",776865,543472
"753",776099,445675
"754",770002,727871
"755",883819,205146
"756",308002,315272
"757",356807,645644
"758",599178,476312
"759",779426,901040
"760",874791,239663
"761",604693,809697
"762",338864,961012
"763",556497,988748
"764",907620,862523
"765",493566,693801
"766",254447,381576
"767",559847,241780
"768",385595,873706
"769",421838,326695
"770",957072,976489
"771",430433,641820
"772",673249,186034
"773",685292,656162
"774",299598,623478
"775",614269,743922
"776",803012,991659
"777",879048,294729
"778",252619,343081
"779",279567,727883
"780",713596,711650
"781",230828,575941
"782",779871,671949
"783",253118,559547
"784",872110,885796
"785",460462,467850
"786",703782,720937
"787",631402,171864
"788",795541,926419
"789",994946,812362
"790",564031,741933
"791",198582,535628
"792",936775,402545
"793",516140,573305
"794",576947,856649
"795",894200,622523
"796",591419,567091
"797",444216,418223
"798",322281,383852
"799",468396,836305
"800",538840,664756
"801",426227,748547
"802",655936,606366
"803",304914,478089
"804",759051,643109
"805",812143,481462
"806",188079,631372
"807",517585,714495
"808",719965,713194
"809",425685,916760
"810",838881,554677
"811",415117,859282
"812",217676,757632
"813",166666,315038
"814",227138,892451
"815",860161,602975
"816",963090,960688
"817",919054,399758
"818",174202,733427
"819",218815,807212
"820",107402,482256
"821",424750,275403
"822",171956,255312
"823",844238,261642
"824",604286,117275
"825",481048,505796
"826",319940,248509
"827",410242,513676
"828",887630,572646
"829",733567,293880
"830",669783,605701
"831",156187,693595
"832",513960,956300
"833",723083,173306
"834",258514,988306
"835",243628,662121
"836",434878,801244
"837",390669,382999
"838",513366,184150
"839",141557,230555
"840",180738,796016
"841",729151,162573
"842",554214,136404
"843",955439,765869
"844",192090,130085
"845",159336,868342
"846",348159,429367
"847",668086,553091
"848",184641,781511
"849",359660,136604
"850",399202,352404
"851",330751,104213
"852",157263,327694
"853",434485,337359
"854",666535,979301
"855",188121,296458
"856",550481,622327
"857",968901,930630
"858",115046,321319
"859",932378,442080
"860",128073,156552
"861",513934,311453
"862",470740,267461
"863",540277,966892
"864",776602,296479
"865",310206,721408
"866",454430,873848
"867",272929,516241
"868",946584,101691
"869",461827,511965
"870",555933,433586
"871",384988,768462
"872",898415,517156
"873",931391,829155
"874",348314,387457
"875",846643,306297
"876",552063,116671
"877",959309,470317
"878",948353,380375
"879",528799,556314
"880",834398,988839
"881",421252,683297
"882",212241,617194
"883",377148,200364
"884",481618,885671
"885",818932,527536
"886",228975,567235
"887",375676,925217
"888",961219,658431
"889",242306,778476
"890",494500,947027
"891",583262,661369
"892",599028,666417
"893",100385,380431
"894",611893,522344
"895",390853,853785
"896",672628,481926
"897",353443,318781
"898",759377,662721
"899",644680,877857
"900",781826,820296
"901",332215,455803
"902",245060,685437
"903",202398,897776
"904",616673,461192
"905",987145,229256
"906",707045,384062
"907",187321,472080
"908",626883,779531
"909",406140,272925
"910",924385,603623
"911",534619,580134
"912",813091,439105
"913",295191,882183
"914",799372,774892
"915",863937,545163
"916",504281,892160
"917",952318,145011
"918",928064,462835
"919",548633,871012
"920",207098,297023
"921",810064,112799
"922",942529,993269
"923",884929,473115
"924",242249,219754
"925",909665,261756
"926",335272,127914
"927",970247,943685
"928",980208,247720
"929",685091,223246
"930",201978,171525
"931",753838,798533
"932",487238,790248
"933",211008,765361
"934",808429,662372
"935",547807,697552
"936",243971,690534
"937",741048,590936
"938",441911,630265
"939",970438,576313
"940",754297,228668
"941",140514,958512
"942",206933,700537
"943",584758,364086
"944",977506,146692
"945",985878,526543
"946",105235,405731
"947",530961,257478
"948",418546,667602
"949",459220,877150
"950",922079,414033
"951",880949,969622
"952",810146,924828
"953",821794,248412
"954",687729,293565
"955",691889,908702
"956",913549,767057
"957",222832,263357
"958",652204,230566
"959",578465,706476
"960",528774,979016
"961",905337,431637
"962",433327,898368
"963",317043,966383
"964",638777,816553
"965",971429,999019
"966",663281,908232
"967",376608,161750
"968",296264,953947
"969",349795,374544
"970",225811,210056
"971",583564,262092
"972",560052,262150
"973",433837,416873
"974",117952,984127
"975",463542,402505
"976",173796,628267
"977",587101,969290
"978",921405,536112
"979",919970,720808
"980",328630,297073
"981",299307,182461
"982",756272,917661
"983",969984,678779
"984",784582,619373
"985",421731,423869
"986",401290,819376
"987",101612,446444
"988",486390,401716
"989",674294,839182
"990",153039,194983
"991",635440,584312
"992",520048,616510
"993",845242,571842
"994",990552,348201
"995",511019,981897
"996",708420,438921
"997",736051,596602
"998",421400,376248
"999",580581,268008
"1000",138597,975738
"1001",932870,350882
"1002",989559,686900
"1003",514289,664900
"1004",434377,547966
"1005",926328,189823
"1006",877149,310773
"1007",931824,355549
"1008",707471,158251
"1009",283265,655836
"1010",655749,100713
"1011",528809,338619
"1012",248083,478843
"1013",571528,293791
"1014",177075,169998
"1015",458401,238624
"1016",190562,211526
"1017",550853,786018
"1018",915632,392599
"1019",430345,787985
"1020",370172,201768
"1021",556669,974712
"1022",208008,770009
"1023",457420,105412
"1024",604609,970561
"1025",542271,986142
"1026",364236,757681
"1027",126439,851915
"1028",798916,468398
"1029",158742,688985
"1030",593661,161395
"1031",931004,909185
"1032",333144,820761
"1033",458311,796355
"1034",195019,741958
"1035",684949,381054
"1036",907110,747226
"1037",111316,495478
"1038",426707,600267
"1039",402577,116306
"1040",979148,133165
"1041",967549,735973
"1042",960184,179543
"1043",684621,799239
"1044",748057,552957
"1045",324977,901359
"1046",883937,260009
"1047",620037,261083
"1048",561286,653569
"1049",324793,243560
"1050",770336,287552
"1051",864596,722087
"1052",114757,811834
"1053",589266,970843
"1054",668022,604001
"1055",378318,777081
"1056",723538,555964
"1057",248547,514708
"1058",566429,383179
"1059",987075,108972
"1060",889037,704195
"1061",282068,617364
"1062",104888,816095
"1063",360945,209845
"1064",774904,443049
"1065",415260,296468
"1066",512269,829583
"1067",544361,394401
"1068",565908,803063
"1069",835866,992125
"1070",564326,969202
"1071",641535,983989
"1072",935147,616988
"1073",446599,326590
"1074",459656,439074
"1075",368976,787940
"1076",157104,604980
"1077",715475,153651
"1078",784275,136825
"1079",195750,730840
"1080",830356,127150
"1081",872581,266933
"1082",260781,386650
"1083",841717,230442
"1084",801856,542966
"1085",471975,457886
"1086",804639,107420
"1087",366878,637781
"1088",450804,880524
"1089",792535,654599
"1090",832441,211678
"1091",229470,151615
"1092",544937,659275
"1093",683755,729980
"1094",390613,207064
"1095",712738,317990
"1096",910878,399102
"1097",189519,938388
"1098",283570,415052
"1099",155773,158853
"1100",730861,569721
"1101",709888,856754
"1102",643913,915667
"1103",979760,757910
"1104",691916,820447
"1105",119371,855069
"1106",498333,737060
"1107",129755,831473
"1108",171498,886471
"1109",357342,992703
"1110",316489,502937
"1111",805421,591438
"1112",879764,425771
"1113",379539,574764
"1114",267674,116023
"1115",986621,905531
"1116",823104,170435
"1117",225296,706636
"1118",560431,714604
"1119",247001,566967
"1120",324455,935013
"1121",756577,521774
"1122",467055,633791
"1123",388866,416632
"1124",956804,700092
"1125",488955,855734
"1126",293892,404302
"1127",545529,417998
"1128",904291,772730
"1129",415556,662662
"1130",290597,238080
"1131",949326,172457
"1132",499137,801082
"1133",287294,207110
"1134",384776,354281
"1135",249364,991760
"1136",335655,780388
"1137",246827,805882
"1138",245319,239898
"1139",856656,633887
"1140",806975,321498
"1141",866017,383622
"1142",939567,709532
"1143",344843,930555
"1144",556636,912039
"1145",897805,299705
"1146",495261,396842
"1147",896527,789378
"1148",959932,750638
"1149",327870,622812
"1150",750101,220587
"1151",553363,464159
"1152",979857,914339
"1153",164299,622337
"1154",116444,646380
"1155",973992,484954
"1156",559696,307807
"1157",474954,759127
"1158",832772,383088
"1159",852237,751847
"1160",427128,184116
"1161",987261,997580
"1162",211656,566978
"1163",394223,646110
"1164",446364,571715
"1165",833264,170241
"1166",830918,877690
"1167",413402,100320
"1168",799865,589601
"1169",309619,232112
"1170",336446,593540
"1171",288318,723800
"1172",218770,703507
"1173",642504,940360
"1174",834081,514898
"1175",293030,970707
"1176",196623,939420
"1177",896587,965471
"1178",839220,783849
"1179",815751,431205
"1180",568919,866494
"1181",641382,869631
"1182",776453,793063
"1183",622876,937626
"1184",850875,909503
"1185",811368,502020
"1186",161528,241568
"1187",635920,295846
"1188",532406,735611
"1189",384732,797812
"1190",639508,313438
"1191",249522,233667
"1192",743067,231277
"1193",394160,284541
"1194",160891,717402
"1195",677321,850460
"1196",265492,427276
"1197",529611,563945
"1198",866544,771216
"1199",486012,511561
"1200",434630,739885
"1201",403347,685505
"1202",170037,127425
"1203",499445,149683
"1204",807462,664107
"1205",404049,530832
"1206",602601,716761
"1207",752355,338426
"1208",979912,207149
"1209",587755,457110
"1210",626202,281516
"1211",113635,599621
"1212",987692,112542
"1213",112161,355441
"1214",326347,841594
"1215",922816,599276
"1216",603070,335033
"1217",680543,143616
"1218",174471,323297
"1219",930317,896122
"1220",667747,801950
"1221",826444,524147
"1222",705506,346605
"1223",857877,478970
"1224",381973,343731
"1225",847154,735418
"1226",564083,868010
"1227",149058,754289
"1228",247999,456764
"1229",909575,247150
"1230",709465,210523
"1231",198142,970502
"1232",272592,149391
"1233",407801,600326
"1234",867600,362426
"1235",317689,113965
"1236",692028,528860
"1237",132179,182780
"1238",897140,704242
"1239",980356,251109
"1240",410269,500594
"1241",699855,658830
"1242",623649,193363
"1243",867457,475741
"1244",820417,216401
"1245",263897,440122
"1246",790158,549132
"1247",408484,135789
"1248",164620,428808
"1249",410359,985827
"1250",125539,218257
"1251",461489,504404
"1252",180007,931735
"1253",354348,834266
"1254",124762,339076
"1255",227440,334261
"1256",417388,818557
"1257",546077,126851
"1258",700405,159198
"1259",127681,697863
"1260",540688,981272
"1261",384859,182640
"1262",228770,673643
"1263",904220,818843
"1264",109923,529170
"1265",595700,683992
"1266",389343,918653
"1267",754458,274814
"1268",738885,429922
"1269",720765,280925
"1270",345518,372348
"1271",608776,652166
"1272",335098,165323
"1273",712409,738445
"1274",207551,862030
"1275",772028,704221
"1276",579664,623095
"1277",168733,897358
"1278",770598,932576
"1279",631738,846269
"1280",230544,601076
"1281",414665,943014
"1282",585177,948729
"1283",202345,847233
"1284",455841,819035
"1285",595345,533346
"1286",528337,604476
"1287",826909,628742
"1288",446280,435812
"1289",312962,641452
"1290",179917,683320
"1291",166972,695713
"1292",895749,960945
"1293",912305,815301
"1294",428555,823020
"1295",188671,765733
"1296",669605,844983
"1297",622192,632621
"1298",835116,648873
"1299",543444,974609
"1300",189444,367037
"1301",335656,775321
"1302",885501,310247
"1303",126186,904124
"1304",622165,641570
"1305",169853,566397
"1306",251065,900881
"1307",143312,933421
"1308",869410,848137
"1309",542197,845374
"1310",701533,626349
"1311",520478,300775
"1312",148567,464583
"1313",910194,914192
"1314",278173,276573
"1315",589059,768089
"1316",845019,900865
"1317",913000,156513
"1318",938687,120417
"1319",926495,744683
"1320",371935,614584
"1321",705677,428446
"1322",826590,647555
"1323",793587,380937
"1324",652986,549554
"1325",195176,255069
"1326",218755,689909
"1327",395691,830894
"1328",250094,930487
"1329",264188,270052
"1330",361760,822687
"1331",397638,478199
"1332",400035,809661
"1333",937848,766484
"1334",699357,243094
"1335",107445,508938
"1336",890940,710228
"1337",204753,471868
"1338",972821,289458
"1339",932389,867276
"1340",293984,993607
"1341",558487,270082
"1342",824745,446958
"1343",189327,389091
"1344",675840,718907
"1345",695638,700744
"1346",557914,515406
"1347",227007,509383
"1348",696531,892343
"1349",824585,508569
"1350",786351,490646
"1351",463574,921511
"1352",527559,985320
"1353",751160,831558
"1354",782912,338424
"1355",735491,438018
"1356",766443,306332
"1357",151673,608129
"1358",443786,533532
"1359",923916,659366
"1360",747004,436712
"1361",959380,356514
"1362",416614,454421
"1363",711248,960437
"1364",107405,565900
"1365",754714,483318
"1366",750810,614553
"1367",590662,551244
"1368",851831,647331
"1369",624747,870398
"1370",190049,474839
"1371",533147,557834
"1372",135986,290285
"1373",790632,934523
"1374",364725,163652
"1375",968469,571345
"1376",639399,752474
"1377",879944,972338
"1378",123174,396271
"1379",620004,150688
"1380",343188,801321
"1381",319982,746723
"1382",590251,154899
"1383",569000,802576
"1384",179146,294020
"1385",979011,253192
"1386",694963,353677
"1387",614857,830310
"1388",791763,695059
"1389",507699,183139
"1390",650316,474084
"1391",970584,257515
"1392",377185,701288
"1393",397601,649782
"1394",990689,363556
"1395",522903,236654
"1396",374725,358424
"1397",423038,679134
"1398",208461,749658
"1399",783535,129808
"1400",621625,129610
"1401",524331,135601
"1402",405041,245098
"1403",603600,103024
"1404",651230,802226
"1405",566545,970891
"1406",807596,372381
"1407",741121,842962
"1408",761766,599016
"1409",810686,262491
"1410",159327,471754
"1411",579721,535313
"1412",358630,408915
"1413",383361,283028
"1414",238584,195293
"1415",770604,621945
"1416",445862,235621
"1417",967670,269171
"1418",159765,723081
"1419",543044,639409
"1420",763676,115964
"1421",234701,702736
"1422",554148,498558
"1423",391040,222315
"1424",693601,928994
"1425",569550,222883
"1426",824910,524648
"1427",480510,842596
"1428",908375,943153
"1429",699963,625640
"1430",392393,894776
"1431",984132,760330
"1432",493731,357937
"1433",396291,879351
"1434",806238,338377
"1435",864667,870667
"1436",351392,435090
"1437",391421,144146
"1438",918651,458889
"1439",801022,422375
"1440",460795,721473
"1441",552270,404685
"1442",566362,721962
"1443",521531,724014
"1444",521920,558150
"1445",744999,647393
"1446",960657,935526
"1447",345442,851902
"1448",954128,582886
"1449",599323,747238
"1450",288548,195124
"1451",991563,485686
"1452",441885,368318
"1453",335360,338997
"1454",857071,412700
"1455",847252,942108
"1456",189991,802924
"1457",474093,882119
"1458",329976,685699
"1459",992223,160742
"1460",227199,233922
"1461",244403,586636
"1462",181941,551930
"1463",875020,430586
"1464",951333,918070
"1465",934653,470780
"1466",510786,953239
"1467",272838,896874
"1468",941283,452782
"1469",842845,955329
"1470",328874,301310
"1471",768706,877410
"1472",167063,153318
"1473",783758,994726
"1474",278776,561703
"1475",844105,356424
"1476",586204,488489
"1477",981521,338547
"1478",416460,938890
"1479",969295,786272
"1480",900279,130804
"1481",286844,641774
"1482",501191,656604
"1483",768532,409619
"1484",827377,918327
"1485",975830,898073
"1486",825677,641944
"1487",189232,779243
"1488",895234,702900
"1489",682302,432242
"1490",709086,365585
"1491",392798,843457
"1492",133977,553594
"1493",619758,807037
"1494",532442,233816
"1495",480114,618662
"1496",863191,646117
"1497",418904,663519
